date,year,month,quarter,week,aggregation_level,price_exaa_mean,price_mc_auction_mean,price_count_exaa,price_count_mc,data_completeness,month_name,carbonprices_exchange_rate_eur_usd,carbonprices_primary_market,carbonprices_secondary_market,climate_cdd_at,climate_hdd_at,climate_cdd_eu,climate_hdd_eu,prod_gross_electricity_production,prod_gross_electricity_consumption,prod_hydropower_production_total,prod_fossil_sk_production,prod_fossil_DvfB_production,prod_fossil_DvOe_production,prod_fossil_gas_production,prod_fossil_subtotal_production,prod_renewable_bio_production,prod_renewable_SoBio_production,prod_other_fuels_production,prod_fuel_production_total,prod_wind_total,prod_pv_total,prod_geothermal_total,prod_power_production_total,prod_electricity_imports,prod_electricity_exports,oegpi_month,oegpi_quarter,oegpi_season,oegpi_year,econ_prod_index_industry,econ_consumer_price_index,econ_exports_total_EUR,econ_turnover_index_commercial_sales,econ_count_overnight_stays,econ_turnover_industry,econ_count_employees_industry,econ_prod_index_construction,econ_total_production_construction,econ_turnover_index_construction,econ_turnover_construction,econ_count_employees_construction,econ_turnover_index_wholesale,econ_turnover_index_retail,econ_count_employees_retail,econ_turnover_index_car_retail,econ_imports_total_EUR,econ_imports_energy_EUR
2022-07-12,2022.0,7.0,3.0,28.0,daily,385.0,397.0,96.0,96.0,200.0,July,1.017890476,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-13,2022.0,7.0,3.0,28.0,daily,380.0,378.0,96.0,96.0,200.0,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-14,2022.0,7.0,3.0,28.0,daily,388.0,391.0,96.0,96.0,200.0,July,1.017890476,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-15,2022.0,7.0,3.0,28.0,daily,379.0,384.0,96.0,96.0,200.0,July,1.017890476,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-16,2022.0,7.0,3.0,28.0,daily,280.0,295.0,96.0,96.0,200.0,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-17,2022.0,7.0,3.0,28.0,daily,261.0,242.0,96.0,96.0,200.0,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-18,2022.0,7.0,3.0,29.0,daily,415.0,449.0,96.0,96.0,200.0,July,1.017890476,83.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-18,2022.0,7.0,3.0,29.0,weekly,355.0,362.0,672.0,672.0,200.0,July,1.017890476,83.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-19,2022.0,7.0,3.0,29.0,daily,460.0,444.0,96.0,96.0,200.0,July,1.017890476,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-20,2022.0,7.0,3.0,29.0,daily,413.0,419.0,96.0,96.0,200.0,July,1.017890476,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-21,2022.0,7.0,3.0,29.0,daily,441.0,452.0,96.0,96.0,200.0,July,1.017890476,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-22,2022.0,7.0,3.0,29.0,daily,437.0,437.0,96.0,96.0,200.0,July,1.017890476,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-23,2022.0,7.0,3.0,29.0,daily,352.0,365.0,96.0,96.0,200.0,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-24,2022.0,7.0,3.0,29.0,daily,305.0,333.0,96.0,96.0,200.0,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-25,2022.0,7.0,3.0,30.0,daily,399.0,386.0,96.0,96.0,200.0,July,1.017890476,76.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-25,2022.0,7.0,3.0,30.0,weekly,401.0,405.0,672.0,672.0,200.0,July,1.017890476,79.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-26,2022.0,7.0,3.0,30.0,daily,420.0,443.0,96.0,96.0,200.0,July,1.017890476,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-27,2022.0,7.0,3.0,30.0,daily,454.0,466.0,96.0,96.0,200.0,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-28,2022.0,7.0,3.0,30.0,daily,520.0,498.0,96.0,96.0,200.0,July,1.017890476,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-29,2022.0,7.0,3.0,30.0,daily,498.0,477.0,96.0,96.0,200.0,July,1.017890476,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-30,2022.0,7.0,3.0,30.0,daily,400.0,408.0,96.0,96.0,200.0,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-31,2022.0,7.0,3.0,30.0,daily,345.0,317.0,96.0,96.0,200.0,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01,2022.0,8.0,3.0,31.0,daily,455.0,432.0,96.0,96.0,200.0,August,1.012843478,80.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01,2022.0,8.0,3.0,31.0,monthly,482.0,494.0,2976.0,2976.0,200.0,August,1.012843478,88.0,87.0,8.95,18.45,47.42,18.24,4208801.0,5229187.0,3173544.0,6680.0,159741.0,57064.0,274360.0,497845.0,244821.0,123197.0,68856.0,934718.0,447627.0,378699.0,0.0,4934588.0,2363476.0,1342592.0,169.58,,,,94.9,121.8,14759953806.0,110.4,20728115.0,,,98.9,,113.5,,,117.1,105.5,101.3,95.5,17444015040.0,2325216226.0
2022-08-01,2022.0,8.0,3.0,31.0,weekly,442.0,434.0,672.0,672.0,200.0,August,1.0166287265,78.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-02,2022.0,8.0,3.0,31.0,daily,450.0,453.0,96.0,96.0,200.0,August,1.012843478,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-03,2022.0,8.0,3.0,31.0,daily,443.0,428.0,96.0,96.0,200.0,August,1.012843478,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-04,2022.0,8.0,3.0,31.0,daily,445.0,428.0,96.0,96.0,200.0,August,1.012843478,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-05,2022.0,8.0,3.0,31.0,daily,418.0,413.0,96.0,96.0,200.0,August,1.012843478,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-06,2022.0,8.0,3.0,31.0,daily,309.0,307.0,96.0,96.0,200.0,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-07,2022.0,8.0,3.0,31.0,daily,287.0,217.0,96.0,96.0,200.0,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-08,2022.0,8.0,3.0,32.0,daily,383.0,377.0,96.0,96.0,200.0,August,1.012843478,85.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-08,2022.0,8.0,3.0,32.0,weekly,391.0,375.0,672.0,672.0,200.0,August,1.012843478,83.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09,2022.0,8.0,3.0,32.0,daily,366.0,356.0,96.0,96.0,200.0,August,1.012843478,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10,2022.0,8.0,3.0,32.0,daily,353.0,342.0,96.0,96.0,200.0,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11,2022.0,8.0,3.0,32.0,daily,354.0,381.0,96.0,96.0,200.0,August,1.012843478,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12,2022.0,8.0,3.0,32.0,daily,403.0,444.0,96.0,96.0,200.0,August,1.012843478,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13,2022.0,8.0,3.0,32.0,daily,385.0,413.0,96.0,96.0,200.0,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-14,2022.0,8.0,3.0,32.0,daily,327.0,382.0,96.0,96.0,200.0,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-15,2022.0,8.0,3.0,33.0,daily,398.0,427.0,96.0,96.0,200.0,August,1.012843478,90.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-15,2022.0,8.0,3.0,33.0,weekly,369.0,392.0,672.0,672.0,200.0,August,1.012843478,87.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-16,2022.0,8.0,3.0,33.0,daily,478.0,491.0,96.0,96.0,200.0,August,1.012843478,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-17,2022.0,8.0,3.0,33.0,daily,550.0,555.0,96.0,96.0,200.0,August,1.012843478,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-18,2022.0,8.0,3.0,33.0,daily,551.0,563.0,96.0,96.0,200.0,August,1.012843478,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-19,2022.0,8.0,3.0,33.0,daily,534.0,517.0,96.0,96.0,200.0,August,1.012843478,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-20,2022.0,8.0,3.0,33.0,daily,473.0,470.0,96.0,96.0,200.0,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-21,2022.0,8.0,3.0,33.0,daily,366.0,405.0,96.0,96.0,200.0,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-22,2022.0,8.0,3.0,34.0,daily,540.0,565.0,96.0,96.0,200.0,August,1.012843478,98.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-22,2022.0,8.0,3.0,34.0,weekly,499.0,509.0,672.0,672.0,200.0,August,1.012843478,95.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-23,2022.0,8.0,3.0,34.0,daily,600.0,616.0,96.0,96.0,200.0,August,1.012843478,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-24,2022.0,8.0,3.0,34.0,daily,620.0,636.0,96.0,96.0,200.0,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-25,2022.0,8.0,3.0,34.0,daily,614.0,629.0,96.0,96.0,200.0,August,1.012843478,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-26,2022.0,8.0,3.0,34.0,daily,686.0,707.0,96.0,96.0,200.0,August,1.012843478,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-27,2022.0,8.0,3.0,34.0,daily,586.0,648.0,96.0,96.0,200.0,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-28,2022.0,8.0,3.0,34.0,daily,481.0,546.0,96.0,96.0,200.0,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-29,2022.0,8.0,3.0,35.0,daily,660.0,764.0,96.0,96.0,200.0,August,1.012843478,89.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-29,2022.0,8.0,3.0,35.0,weekly,607.0,649.0,672.0,672.0,200.0,August,1.012843478,90.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-30,2022.0,8.0,3.0,35.0,daily,727.0,726.0,96.0,96.0,200.0,August,1.012843478,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-31,2022.0,8.0,3.0,35.0,daily,700.0,673.0,96.0,96.0,200.0,August,1.012843478,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-01,2022.0,9.0,3.0,35.0,daily,641.0,620.0,96.0,96.0,200.0,September,0.990377273,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-01,2022.0,9.0,3.0,35.0,monthly,408.0,386.0,2880.0,2880.0,193.5,September,0.990377273,70.0,70.0,0.0,156.01,8.93,118.2,4716989.0,5258410.0,3335289.0,7188.0,146108.0,51658.0,716818.0,921772.0,257096.0,112392.0,64129.0,1355388.0,448691.0,279425.0,0.0,5418793.0,1910082.0,1370011.0,215.93,,,,111.1,123.9,17712759357.0,119.4,11650494.0,,,111.7,,125.8,,,126.4,113.5,101.7,105.6,19320690857.0,2276238588.0
2022-09-02,2022.0,9.0,3.0,35.0,daily,570.0,498.0,96.0,96.0,200.0,September,0.990377273,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-03,2022.0,9.0,3.0,35.0,daily,435.0,383.0,96.0,96.0,200.0,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,2022.0,9.0,3.0,35.0,daily,424.0,303.0,96.0,96.0,200.0,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-05,2022.0,9.0,3.0,36.0,daily,491.0,446.0,96.0,96.0,200.0,September,0.990377273,74.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-05,2022.0,9.0,3.0,36.0,weekly,570.0,521.0,672.0,672.0,200.0,September,0.999363755,79.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-06,2022.0,9.0,3.0,36.0,daily,521.0,516.0,96.0,96.0,200.0,September,0.990377273,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-07,2022.0,9.0,3.0,36.0,daily,525.0,477.0,96.0,96.0,200.0,September,0.990377273,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-08,2022.0,9.0,3.0,36.0,daily,460.0,461.0,96.0,96.0,200.0,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-09,2022.0,9.0,3.0,36.0,daily,420.0,363.0,96.0,96.0,200.0,September,0.990377273,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-10,2022.0,9.0,3.0,36.0,daily,378.0,404.0,96.0,96.0,200.0,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,2022.0,9.0,3.0,36.0,daily,370.0,391.0,96.0,96.0,200.0,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-12,2022.0,9.0,3.0,37.0,daily,440.0,420.0,96.0,96.0,200.0,September,0.990377273,66.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-12,2022.0,9.0,3.0,37.0,weekly,445.0,433.0,672.0,672.0,200.0,September,0.990377273,68.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13,2022.0,9.0,3.0,37.0,daily,424.0,421.0,96.0,96.0,200.0,September,0.990377273,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14,2022.0,9.0,3.0,37.0,daily,443.0,455.0,96.0,96.0,200.0,September,0.990377273,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,2022.0,9.0,3.0,37.0,daily,416.0,398.0,96.0,96.0,200.0,September,0.990377273,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-16,2022.0,9.0,3.0,37.0,daily,379.0,365.0,96.0,96.0,200.0,September,0.990377273,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-17,2022.0,9.0,3.0,37.0,daily,279.0,294.0,96.0,96.0,200.0,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-18,2022.0,9.0,3.0,37.0,daily,194.0,176.0,96.0,96.0,200.0,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-19,2022.0,9.0,3.0,38.0,daily,360.0,284.0,96.0,96.0,200.0,September,0.990377273,71.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-19,2022.0,9.0,3.0,38.0,weekly,356.0,342.0,672.0,672.0,200.0,September,0.990377273,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-20,2022.0,9.0,3.0,38.0,daily,375.0,365.0,96.0,96.0,200.0,September,0.990377273,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21,2022.0,9.0,3.0,38.0,daily,390.0,381.0,96.0,96.0,200.0,September,0.990377273,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22,2022.0,9.0,3.0,38.0,daily,399.0,399.0,96.0,96.0,200.0,September,0.990377273,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-23,2022.0,9.0,3.0,38.0,daily,378.0,362.0,96.0,96.0,200.0,September,0.990377273,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-24,2022.0,9.0,3.0,38.0,daily,357.0,344.0,96.0,96.0,200.0,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-25,2022.0,9.0,3.0,38.0,daily,328.0,277.0,96.0,96.0,200.0,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-26,2022.0,9.0,3.0,39.0,daily,330.0,316.0,96.0,96.0,200.0,September,0.990377273,66.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-26,2022.0,9.0,3.0,39.0,weekly,365.0,349.0,672.0,672.0,200.0,September,0.990377273,69.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27,2022.0,9.0,3.0,39.0,daily,321.0,313.0,96.0,96.0,200.0,September,0.990377273,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-28,2022.0,9.0,3.0,39.0,daily,399.0,386.0,96.0,96.0,200.0,September,0.990377273,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-29,2022.0,9.0,3.0,39.0,daily,424.0,422.0,96.0,96.0,200.0,September,0.990377273,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-30,2022.0,9.0,3.0,39.0,daily,370.0,349.0,96.0,96.0,200.0,September,0.990377273,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-01,2022.0,10.0,4.0,39.0,daily,200.0,189.0,96.0,96.0,200.0,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-01,2022.0,10.0,4.0,39.0,monthly,178.0,175.0,2972.0,2972.0,199.7,October,0.982566667,69.0,71.0,0.0,183.53,0.61,158.58,4729701.0,5414854.0,3278302.0,4364.0,156159.0,40702.0,777929.0,979155.0,281140.0,117375.0,68870.0,1446540.0,467176.0,258430.0,0.0,5450449.0,2227004.0,1546544.0,209.89,213.98,158.6,143.41,112.7,125.1,16758232323.0,113.4,8350099.0,,,110.6,,123.5,,,117.4,111.5,102.0,102.1,19022159583.0,3084903113.0
2022-10-02,2022.0,10.0,4.0,39.0,daily,170.0,131.0,96.0,96.0,200.0,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-03,2022.0,10.0,4.0,40.0,daily,222.0,219.0,96.0,96.0,200.0,October,0.982566667,64.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-03,2022.0,10.0,4.0,40.0,weekly,301.0,287.0,672.0,672.0,200.0,October,0.9888151518,66.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-04,2022.0,10.0,4.0,40.0,daily,273.0,277.0,96.0,96.0,200.0,October,0.982566667,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-05,2022.0,10.0,4.0,40.0,daily,198.0,190.0,96.0,96.0,200.0,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-06,2022.0,10.0,4.0,40.0,daily,190.0,202.0,96.0,96.0,200.0,October,0.982566667,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-07,2022.0,10.0,4.0,40.0,daily,181.0,187.0,96.0,96.0,200.0,October,0.982566667,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-08,2022.0,10.0,4.0,40.0,daily,169.0,188.0,96.0,96.0,200.0,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09,2022.0,10.0,4.0,40.0,daily,171.0,160.0,96.0,96.0,200.0,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-10,2022.0,10.0,4.0,41.0,daily,206.0,194.0,96.0,96.0,200.0,October,0.982566667,67.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-10,2022.0,10.0,4.0,41.0,weekly,198.0,200.0,672.0,672.0,200.0,October,0.982566667,67.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-11,2022.0,10.0,4.0,41.0,daily,242.0,265.0,96.0,96.0,200.0,October,0.982566667,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-12,2022.0,10.0,4.0,41.0,daily,281.0,282.0,96.0,96.0,200.0,October,0.982566667,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-13,2022.0,10.0,4.0,41.0,daily,261.0,260.0,96.0,96.0,200.0,October,0.982566667,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-14,2022.0,10.0,4.0,41.0,daily,258.0,261.0,96.0,96.0,200.0,October,0.982566667,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,2022.0,10.0,4.0,41.0,daily,170.0,176.0,96.0,96.0,200.0,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-16,2022.0,10.0,4.0,41.0,daily,145.0,133.0,96.0,96.0,200.0,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-17,2022.0,10.0,4.0,42.0,daily,204.0,171.0,96.0,96.0,200.0,October,0.982566667,66.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-17,2022.0,10.0,4.0,42.0,weekly,223.0,221.0,672.0,672.0,200.0,October,0.982566667,67.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-18,2022.0,10.0,4.0,42.0,daily,207.0,195.0,96.0,96.0,200.0,October,0.982566667,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-19,2022.0,10.0,4.0,42.0,daily,178.0,168.0,96.0,96.0,200.0,October,0.982566667,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-20,2022.0,10.0,4.0,42.0,daily,149.0,162.0,96.0,96.0,200.0,October,0.982566667,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-21,2022.0,10.0,4.0,42.0,daily,173.0,169.0,96.0,96.0,200.0,October,0.982566667,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-22,2022.0,10.0,4.0,42.0,daily,145.0,146.0,96.0,96.0,200.0,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-23,2022.0,10.0,4.0,42.0,daily,128.0,103.0,96.0,96.0,200.0,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-24,2022.0,10.0,4.0,43.0,daily,153.0,136.0,96.0,96.0,200.0,October,0.982566667,68.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-24,2022.0,10.0,4.0,43.0,weekly,162.0,154.0,672.0,672.0,200.0,October,0.982566667,68.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-25,2022.0,10.0,4.0,43.0,daily,130.0,124.0,96.0,96.0,200.0,October,0.982566667,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-26,2022.0,10.0,4.0,43.0,daily,130.0,128.0,96.0,96.0,200.0,October,0.982566667,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-27,2022.0,10.0,4.0,43.0,daily,136.0,129.0,96.0,96.0,200.0,October,0.982566667,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
